ra,nome,fase,turma,idade,genero,ano_ingresso,instituicao,iaa,ieg,ips,ipp,ida,ipv,ian,fase_ideal,defasagem,situacao,inde,pedra,ano,fase_num,anos_na_pm,risco_defasagem_atual,categoria_defasagem
RA-149,Aluno-149,5D,5D,17.0,Feminino,2022,Pública,9.585,4.104378593666667,6.26,7.34375,3.8333333333333335,6.626,5.0,Fase 7 (3° EM),-2,Cursando,5.7316173854,Quartzo,2024,5.0,2.0,1,Severa (≤ −2 fases)
RA-1490,Aluno-1490,2L,2L,12.0,Feminino,2024,Privada,8.502,9.5652173915,6.26,6.666666667,7.75,6.333333333,5.0,Fase 3 (7° e 8° ano),-1,Cursando,7.3725768116,Ametista,2024,2.0,0.0,1,Moderada (−1 fase)
RA-1491,Aluno-1491,2L,2L,12.0,Masculino,2024,Pública,9.002,6.25,7.51,7.5,6.5,7.78,10.0,Fase 2 (5° e 6° ano),0,Cursando,7.5072,Ametista,2024,2.0,0.0,0,Adequada/adiantada (≥ 0)
RA-1492,Aluno-1492,2L,2L,9.0,Masculino,2024,Pública,8.002,8.8141025645,7.51,8.75,8.0,8.45,10.0,Fase 1 (3° e 4° ano),1,Cursando,8.479020512900002,Topázio,2024,2.0,0.0,0,Adequada/adiantada (≥ 0)
RA-1493,Aluno-1493,2M,2M,12.0,Masculino,2024,Pública,8.502,7.8468899525,7.51,7.1875,4.0,5.946666667,5.0,Fase 3 (7° e 8° ano),-1,Cursando,6.378661323900001,Ágata,2024,2.0,0.0,1,Moderada (−1 fase)
RA-1494,Aluno-1494,2M,2M,11.0,Feminino,2024,Pública,0.0,6.7794117645,7.51,7.5,4.25,5.84,10.0,Fase 2 (5° e 6° ano),0,Cursando,5.8748823529,Quartzo,2024,2.0,0.0,0,Adequada/adiantada (≥ 0)
RA-1495,Aluno-1495,2M,2M,11.0,Feminino,2021,Pública,9.002,8.318181818,7.51,8.75,8.25,8.223333333,10.0,Fase 2 (5° e 6° ano),0,Cursando,8.4845030302,Topázio,2024,2.0,3.0,0,Adequada/adiantada (≥ 0)
RA-1496,Aluno-1496,2M,2M,12.0,Feminino,2024,Pública,9.002,5.714285714500001,7.51,7.8125,4.25,6.773333333,10.0,Fase 2 (5° e 6° ano),0,Cursando,6.7799738095,Ágata,2024,2.0,0.0,0,Adequada/adiantada (≥ 0)
RA-1497,Aluno-1497,2M,2M,12.0,Feminino,2024,Pública,0.0,5.0227272725,7.51,6.875,2.0,6.996666667,10.0,Fase 2 (5° e 6° ano),0,Cursando,5.2423787879,Quartzo,2024,2.0,0.0,0,Adequada/adiantada (≥ 0)
RA-1498,Aluno-1498,2M,2M,13.0,Feminino,2024,Pública,8.502,7.840909091,7.51,8.125,7.0,6.33,5.0,Fase 3 (7° e 8° ano),-1,Cursando,7.147881818200001,Ametista,2024,2.0,0.0,1,Moderada (−1 fase)
RA-1499,Aluno-1499,2N,2N,12.0,Feminino,2024,Pública,8.418,9.25,6.885,8.125,6.5,7.11,10.0,Fase 2 (5° e 6° ano),0,Cursando,7.914800000000001,Ametista,2024,2.0,0.0,0,Adequada/adiantada (≥ 0)
RA-15,Aluno-15,7,D,18.0,Menino,2022,Escola Pública,8.8,10.0,7.5,,7.3,7.292,5.0,Fase 8 (Universitários),-1,,7.783,Ametista,2022,7.0,0.0,1,Moderada (−1 fase)
RA-150,Aluno-150,4,H,16.0,Menina,2020,Escola Pública,9.6,6.3,6.9,,6.9,7.333,5.0,Fase 6 (2º EM),-2,,6.962,Ágata,2022,4.0,2.0,1,Severa (≤ −2 fases)
RA-1500,Aluno-1500,2N,2N,11.0,Masculino,2024,Pública,9.502,8.3333333335,6.885,8.4375,3.5,7.556666667,10.0,Fase 2 (5° e 6° ano),0,Cursando,7.360450000100002,Ametista,2024,2.0,0.0,0,Adequada/adiantada (≥ 0)
RA-1501,Aluno-1501,2N,2N,11.0,Feminino,2024,Pública,9.502,10.0,7.51,8.4375,5.0,7.5,10.0,Fase 2 (5° e 6° ano),0,Cursando,8.04495,Topázio,2024,2.0,0.0,0,Adequada/adiantada (≥ 0)
RA-1502,Aluno-1502,2N,2N,12.0,Feminino,2024,Pública,8.002,7.628205128,7.51,7.8125,5.25,7.39,5.0,Fase 3 (7° e 8° ano),-1,Cursando,6.886091025600001,Ágata,2024,2.0,0.0,1,Moderada (−1 fase)
RA-1503,Aluno-1503,2P,2P,13.0,Feminino,2024,Pública,7.502,10.0,7.51,8.958333333,2.75,7.723333333,5.0,Fase 3 (7° e 8° ano),-1,Cursando,6.991699999900001,Ágata,2024,2.0,0.0,1,Moderada (−1 fase)
RA-1504,Aluno-1504,2P,2P,12.0,Feminino,2024,Pública,7.5,4.6136363634999995,5.63,5.833333333,6.75,6.94,5.0,Fase 3 (7° e 8° ano),-1,Cursando,6.057060605999999,Ágata,2024,2.0,0.0,1,Moderada (−1 fase)
RA-1505,Aluno-1505,2P,2P,13.0,Masculino,2024,Pública,9.502,7.5252525255,7.51,8.75,3.75,6.943333333,5.0,Fase 3 (7° e 8° ano),-1,Cursando,6.7199171717,Ágata,2024,2.0,0.0,1,Moderada (−1 fase)
RA-1506,Aluno-1506,2R,2R,11.0,Feminino,2024,Pública,8.002,8.3874458875,7.51,6.458333333,3.5,7.886666667,10.0,Fase 2 (5° e 6° ano),0,Cursando,7.151855844200001,Ametista,2024,2.0,0.0,0,Adequada/adiantada (≥ 0)
RA-1507,Aluno-1507,2R,2R,12.0,Masculino,2024,Pública,6.918,4.448051948,7.51,4.583333333,5.0,3.776666667,5.0,Fase 3 (7° e 8° ano),-1,Cursando,5.046077056300001,Quartzo,2024,2.0,0.0,1,Moderada (−1 fase)
RA-1508,Aluno-1508,2R,2R,10.0,Feminino,2024,Pública,7.502,7.2294372295,7.51,7.5,9.25,8.166666667,10.0,Fase 2 (5° e 6° ano),0,Cursando,8.1804207793,Topázio,2024,2.0,0.0,0,Adequada/adiantada (≥ 0)
RA-1509,Aluno-1509,2R,2R,11.0,Masculino,2024,Pública,8.502,6.5151515155,7.51,6.666666667,7.5,7.446666667,10.0,Fase 2 (5° e 6° ano),0,Cursando,7.560230303200001,Ametista,2024,2.0,0.0,0,Adequada/adiantada (≥ 0)
RA-151,Aluno-151,4,H,16.0,Menina,2020,Escola Pública,8.8,7.5,6.9,,8.3,7.958,5.0,Fase 6 (2º EM),-2,,7.563,Ametista,2022,4.0,2.0,1,Severa (≤ −2 fases)
RA-151,Aluno-151,FASE 5,5C,17.0,Feminino,2020,Pública,0.0,7.8,7.52,8.59375,7.9,8.1725,5.0,Fase 7 (3° EM),-2,,6.892541667,Ágata,2023,5.0,3.0,1,Severa (≤ −2 fases)
RA-1510,Aluno-1510,2R,2R,11.0,Feminino,2024,Pública,10.002,9.7727272725,7.51,9.583333333,10.0,9.003333333,10.0,Fase 2 (5° e 6° ano),0,Cursando,9.464745454400001,Topázio,2024,2.0,0.0,0,Adequada/adiantada (≥ 0)
RA-1511,Aluno-1511,2U,2U,11.0,Feminino,2024,Pública,10.002,9.3271221535,7.51,8.4375,8.75,8.556666667,10.0,Fase 2 (5° e 6° ano),0,Cursando,8.9217077641,Topázio,2024,2.0,0.0,0,Adequada/adiantada (≥ 0)
RA-1512,Aluno-1512,2U,2U,10.0,Feminino,2024,Pública,9.502,10.0,7.51,7.8125,5.5,7.61,10.0,Fase 2 (5° e 6° ano),0,Cursando,8.10445,Topázio,2024,2.0,0.0,0,Adequada/adiantada (≥ 0)
RA-1513,Aluno-1513,2U,2U,12.0,Feminino,2024,Pública,8.502,7.5252525255,7.51,7.5,3.75,7.223333333,5.0,Fase 3 (7° e 8° ano),-1,Cursando,6.5509171717,Ágata,2024,2.0,0.0,1,Moderada (−1 fase)
RA-1514,Aluno-1514,2U,2U,12.0,Feminino,2024,Pública,9.002,7.979797980000001,7.51,7.1875,5.5,7.273333333,10.0,Fase 2 (5° e 6° ano),0,Cursando,7.520576262600001,Ametista,2024,2.0,0.0,0,Adequada/adiantada (≥ 0)
RA-1515,Aluno-1515,2U,2U,12.0,Feminino,2024,Pública,6.418,6.6666666665,6.255,6.875,3.5,6.72,5.0,Fase 3 (7° e 8° ano),-1,Cursando,5.832133333300001,Quartzo,2024,2.0,0.0,1,Moderada (−1 fase)
RA-1516,Aluno-1516,3A,3A,13.0,Feminino,2024,Privada,9.585,5.404288499000001,9.38,7.96875,4.666666666666667,7.5475,10.0,Fase 3 (7° e 8° ano),3,Cursando,7.217066033133334,Ametista,2024,3.0,0.0,0,Adequada/adiantada (≥ 0)
RA-1517,Aluno-1517,3A,3A,15.0,Masculino,2024,Pública,9.168,4.305555555666667,9.38,7.5,4.666666666666667,6.7075,5.0,Fase 4 (9° ano),-1,Cursando,6.240744444466667,Ágata,2024,3.0,0.0,1,Moderada (−1 fase)
RA-1518,Aluno-1518,3A,3A,15.0,Feminino,2022,Pública,7.084,5.714285714333333,9.38,7.65625,1.75,6.5825,5.0,Fase 4 (9° ano),-1,Cursando,5.721382142866666,Quartzo,2024,3.0,2.0,1,Moderada (−1 fase)
RA-1519,Aluno-1519,3A,3A,15.0,Masculino,2024,,9.585,5.560902255666666,8.755,7.96875,4.833333333333333,7.5025,10.0,Fase 3 (7° e 8° ano),3,Cursando,7.210222117800001,Ametista,2024,3.0,0.0,0,Adequada/adiantada (≥ 0)
RA-152,Aluno-152,4,L,16.0,Menina,2022,Escola Pública,8.3,7.0,7.5,,6.5,6.292,5.0,Fase 6 (2º EM),-2,,6.712,Ágata,2022,4.0,0.0,1,Severa (≤ −2 fases)
RA-152,Aluno-152,FASE 4,4M,16.0,Feminino,2022,Pública,7.9,7.7,2.52,7.8125,4.5,7.71,5.0,Fase 6 (2° EM),-2,,6.30695,Ágata,2023,4.0,1.0,1,Severa (≤ −2 fases)
RA-152,Aluno-152,5L,5L,17.0,Feminino,2022,Pública,7.5,7.337719298333333,5.63,7.8125,5.166666666666667,7.443333333,5.0,Fase 7 (3° EM),-2,Cursando,6.5837938596,Ágata,2024,5.0,2.0,1,Severa (≤ −2 fases)
RA-1520,Aluno-1520,3B,3B,14.0,Feminino,2024,Pública,8.334,9.060606060666666,8.75,7.65625,3.75,7.3325,5.0,Fase 4 (9° ano),-1,Cursando,7.0026462121333335,Ametista,2024,3.0,0.0,1,Moderada (−1 fase)
RA-1521,Aluno-1521,3B,3B,14.0,Feminino,2024,Pública,7.5,6.157902555,2.51,6.09375,3.1666666666666665,5.4525,5.0,Fase 4 (9° ano),-1,Cursando,5.065788844333333,Quartzo,2024,3.0,0.0,1,Moderada (−1 fase)
RA-1522,Aluno-1522,3B,3B,13.0,Masculino,2024,Pública,8.751,10.0,9.38,6.875,7.0,7.1275,10.0,Fase 3 (7° e 8° ano),0,Cursando,8.3261,Topázio,2024,3.0,0.0,0,Adequada/adiantada (≥ 0)
RA-1523,Aluno-1523,3B,3B,11.0,Masculino,2024,Pública,6.666,9.283272283333334,8.755,8.90625,8.166666666666666,8.755,10.0,Fase 2 (5° e 6° ano),1,Cursando,8.67371279,Topázio,2024,3.0,0.0,0,Adequada/adiantada (≥ 0)
RA-1524,Aluno-1524,3B,3B,14.0,Feminino,2024,Pública,7.917,2.777777777666667,7.51,7.65625,4.0,6.9175,5.0,Fase 4 (9° ano),-1,Cursando,5.5473805555333335,Quartzo,2024,3.0,0.0,1,Moderada (−1 fase)
RA-1525,Aluno-1525,3C,3C,13.0,Masculino,2024,Pública,7.917,8.293650793666666,5.63,8.541666667,7.0,7.553333333,10.0,Fase 3 (7° e 8° ano),0,Cursando,7.778263492033334,Ametista,2024,3.0,0.0,0,Adequada/adiantada (≥ 0)
RA-1526,Aluno-1526,3D,3D,13.0,Feminino,2024,Pública,9.168,10.0,8.75,8.125,3.75,8.1275,10.0,Fase 3 (7° e 8° ano),0,Cursando,7.9798,Ametista,2024,3.0,0.0,0,Adequada/adiantada (≥ 0)
RA-1527,Aluno-1527,3D,3D,13.0,Masculino,2024,Pública,9.168,10.0,7.51,7.96875,8.0,7.835,10.0,Fase 3 (7° e 8° ano),0,Cursando,8.631675000000001,Topázio,2024,3.0,0.0,0,Adequada/adiantada (≥ 0)
RA-1528,Aluno-1528,3D,3D,13.0,Masculino,2024,Pública,9.168,7.787878788,7.51,7.96875,5.666666666666667,7.335,10.0,Fase 3 (7° e 8° ano),0,Cursando,7.622584090933335,Ametista,2024,3.0,0.0,0,Adequada/adiantada (≥ 0)
RA-1529,Aluno-1529,3F,3F,14.0,Feminino,2024,Pública,6.666,7.435897436,7.51,8.125,5.5,6.964,5.0,Fase 4 (9° ano),-1,Cursando,6.710079487200001,Ágata,2024,3.0,0.0,1,Moderada (−1 fase)
RA-153,Aluno-153,4,L,14.0,Menina,2018,Rede Decisão,7.9,8.2,5.0,,6.6,7.708,10.0,Fase 4 (9º ano),0,,7.535,Ametista,2022,4.0,4.0,0,Adequada/adiantada (≥ 0)
RA-153,Aluno-153,FASE 5,5M,15.0,Feminino,2018,Privada - Programa de Apadrinhamento,9.2,7.4,2.52,8.125,6.4,7.71,10.0,Fase 5 (1° EM),0,,7.289966667,Ametista,2023,5.0,5.0,0,Adequada/adiantada (≥ 0)
RA-153,Aluno-153,7E,7E,16.0,Feminino,2021,Privada - Programa de Apadrinhamento,8.751,0.0,6.5675,7.5,0.0,7.5,10.0,Fase 5 (1° EM),2,Cursando,4.78185,Quartzo,2024,7.0,3.0,0,Adequada/adiantada (≥ 0)
RA-1530,Aluno-1530,3F,3F,13.0,Masculino,2024,Pública,0.0,2.5238095237666665,8.13,7.03125,2.8333333333333335,5.258,10.0,Fase 3 (7° e 8° ano),0,Cursando,4.6391535714200005,Quartzo,2024,3.0,0.0,0,Adequada/adiantada (≥ 0)
RA-1531,Aluno-1531,3F,3F,14.0,Masculino,2024,Pública,8.751,7.9726867336666665,7.505,7.34375,5.833333333333333,7.14,5.0,Fase 4 (9° ano),-1,Cursando,7.0491790134,Ametista,2024,3.0,0.0,1,Moderada (−1 fase)
RA-1532,Aluno-1532,3H,3H,15.0,Masculino,2024,Pública,0.0,3.9057239053333332,7.51,7.5,2.0,6.832,5.0,Fase 4 (9° ano),-1,Cursando,4.548544781066667,Quartzo,2024,3.0,0.0,1,Moderada (−1 fase)
RA-1533,Aluno-1533,3I,3I,14.0,Feminino,2024,Pública,9.168,9.710144927666667,8.135,8.5,9.5,8.3375,10.0,Fase 3 (7° e 8° ano),0,Cursando,9.089828985533336,Topázio,2024,3.0,0.0,0,Adequada/adiantada (≥ 0)
RA-1534,Aluno-1534,3I,3I,13.0,Feminino,2024,Pública,7.917,9.666666666666666,8.135,8.0,1.1666666666666667,8.0825,10.0,Fase 3 (7° e 8° ano),0,Cursando,7.188366666666667,Ametista,2024,3.0,0.0,0,Adequada/adiantada (≥ 0)
RA-1535,Aluno-1535,3I,3I,13.0,Feminino,2024,Pública,8.751,5.103121516333333,7.51,7.125,5.833333333333333,7.9175,10.0,Fase 3 (7° e 8° ano),0,Cursando,7.109390969933334,Ametista,2024,3.0,0.0,0,Adequada/adiantada (≥ 0)
RA-1536,Aluno-1536,3I,3I,15.0,Feminino,2024,Pública,9.168,8.722222222333334,8.135,7.875,7.0,7.4575,5.0,Fase 4 (9° ano),-1,Cursando,7.653744444466668,Ametista,2024,3.0,0.0,1,Moderada (−1 fase)
RA-1537,Aluno-1537,3I,3I,14.0,Feminino,2024,Pública,9.168,8.33064949,8.135,8.125,8.666666666666666,8.67,5.0,Fase 4 (9° ano),-1,Cursando,8.176263231333333,Topázio,2024,3.0,0.0,1,Moderada (−1 fase)
RA-1538,Aluno-1538,3K,3K,13.0,Masculino,2021,Pública,9.168,7.935185184999999,8.13,7.916666667,7.166666666666667,7.106666667,10.0,Fase 2 (5° e 6° ano),1,Cursando,7.9631703704333345,Ametista,2024,3.0,3.0,0,Adequada/adiantada (≥ 0)
RA-1539,Aluno-1539,3K,3K,13.0,Feminino,2024,Pública,6.667,9.027777777666666,6.885,7.708333333,6.833333333333333,7.056666667,10.0,Fase 3 (7° e 8° ano),0,Cursando,7.709588888900001,Ametista,2024,3.0,0.0,0,Adequada/adiantada (≥ 0)
RA-154,Aluno-154,4,L,15.0,Menino,2017,Escola Pública,8.3,6.1,6.3,,4.0,6.833,5.0,Fase 5 (1º EM),-1,,6.073,Ágata,2022,4.0,5.0,1,Moderada (−1 fase)
RA-1540,Aluno-1540,3M,3M,14.0,Feminino,2024,Pública,8.334,5.0,7.51,7.125,2.6666666666666665,6.83,5.0,Fase 4 (9° ano),-1,Cursando,5.696233333333334,Quartzo,2024,3.0,0.0,1,Moderada (−1 fase)
RA-1541,Aluno-1541,3M,3M,13.0,Masculino,2024,Pública,9.168,8.633333333333333,6.88,8.25,8.166666666666666,7.736,10.0,Fase 3 (7° e 8° ano),0,Cursando,8.337,Topázio,2024,3.0,0.0,0,Adequada/adiantada (≥ 0)
RA-1542,Aluno-1542,3M,3M,16.0,Feminino,2024,Pública,7.501,6.304873294333333,8.135,7.375,3.1666666666666665,6.966,5.0,Fase 5 (1° EM),-2,Cursando,6.0886079922,Ágata,2024,3.0,0.0,1,Severa (≤ −2 fases)
RA-1543,Aluno-1543,3M,3M,14.0,Masculino,2024,Pública,7.5,8.076923077,7.51,7.25,5.0,7.066,5.0,Fase 4 (9° ano),-1,Cursando,6.754584615400001,Ágata,2024,3.0,0.0,1,Moderada (−1 fase)
RA-1544,Aluno-1544,3M,3M,14.0,Feminino,2024,Pública,8.334,8.674509804,6.885,6.625,5.833333333333333,6.598,5.0,Fase 4 (9° ano),-1,Cursando,6.905568627466667,Ágata,2024,3.0,0.0,1,Moderada (−1 fase)
RA-1545,Aluno-1545,3N,3N,12.0,Feminino,2024,Pública,7.501,6.210826211,8.13,6.25,8.166666666666666,6.165,10.0,Fase 3 (7° e 8° ano),0,Cursando,7.296598575533334,Ametista,2024,3.0,0.0,0,Adequada/adiantada (≥ 0)
RA-1546,Aluno-1546,3N,3N,14.0,Masculino,2024,Pública,8.334,6.374643874666667,8.75,7.5,4.666666666666667,6.17,10.0,Fase 3 (7° e 8° ano),0,Cursando,6.900662108266667,Ágata,2024,3.0,0.0,0,Adequada/adiantada (≥ 0)
RA-1547,Aluno-1547,3N,3N,14.0,Feminino,2024,Pública,7.917,6.467236467333334,8.13,7.5,6.666666666666667,6.335,5.0,Fase 4 (9° ano),-1,Cursando,6.748480626800001,Ágata,2024,3.0,0.0,1,Moderada (−1 fase)
RA-1548,Aluno-1548,3N,3N,13.0,Feminino,2024,Pública,8.334,5.2421652420000004,7.51,7.5,4.833333333333333,5.665,10.0,Fase 3 (7° e 8° ano),0,Cursando,6.482499715066667,Ágata,2024,3.0,0.0,0,Adequada/adiantada (≥ 0)
RA-1549,Aluno-1549,3N,3N,15.0,Masculino,2024,Pública,9.585,7.441394335666668,7.51,7.1875,4.166666666666667,6.325,5.0,Fase 5 (1° EM),-2,Cursando,6.514862200466668,Ágata,2024,3.0,0.0,1,Severa (≤ −2 fases)
RA-155,Aluno-155,4,L,16.0,Menino,2022,Escola Pública,10.0,8.3,7.5,,5.2,6.833,5.0,Fase 6 (2º EM),-2,,7.051,Ametista,2022,4.0,0.0,1,Severa (≤ −2 fases)
RA-155,Aluno-155,FASE 5,5L,17.0,Masculino,2022,Pública,7.9,8.1,5.0,7.03125,4.4,6.5875,5.0,Fase 7 (3° EM),-2,,6.318991667,Ágata,2023,5.0,1.0,1,Severa (≤ −2 fases)
RA-155,Aluno-155,8F,8F,18.0,Masculino,2022,Privada *Parcerias com Bolsa 100%,,0.0,,,,,10.0,Fase 8 (Universitários),0,Cursando,,,2024,8.0,2.0,0,Adequada/adiantada (≥ 0)
RA-1550,Aluno-1550,3P,3P,15.0,Masculino,2024,Pública,9.585,5.222222222,7.51,7.03125,4.333333333333333,6.2025,5.0,Fase 4 (9° ano),-1,Cursando,6.064236111066667,Ágata,2024,3.0,0.0,1,Moderada (−1 fase)
RA-1551,Aluno-1551,3P,3P,15.0,Masculino,2024,Pública,9.585,4.7710437709999995,7.51,7.5,3.5,6.79,5.0,Fase 5 (1° EM),-2,Cursando,5.9717087542,Quartzo,2024,3.0,0.0,1,Severa (≤ −2 fases)
RA-1552,Aluno-1552,3P,3P,13.0,Masculino,2024,Pública,9.585,9.743589743666666,7.51,7.1875,3.1666666666666665,7.165,10.0,Fase 3 (7° e 8° ano),0,Cursando,7.443301282066667,Ametista,2024,3.0,0.0,0,Adequada/adiantada (≥ 0)
RA-1553,Aluno-1553,3R,3R,13.0,Masculino,2024,Pública,8.334,9.003921568666668,7.51,8.333333333,4.333333333333333,7.78,10.0,Fase 3 (7° e 8° ano),0,Cursando,7.641184313700001,Ametista,2024,3.0,0.0,0,Adequada/adiantada (≥ 0)
RA-1554,Aluno-1554,3R,3R,15.0,Masculino,2024,Pública,6.666,9.629629629666667,8.76,7.291666667,4.0,7.22,5.0,Fase 5 (1° EM),-2,Cursando,6.941692592633334,Ágata,2024,3.0,0.0,1,Severa (≤ −2 fases)
RA-1555,Aluno-1555,3R,3R,13.0,Masculino,2024,Pública,8.334,10.0,6.255,8.125,3.0,8.056666667,10.0,Fase 3 (7° e 8° ano),0,Cursando,7.4827333334,Ametista,2024,3.0,0.0,0,Adequada/adiantada (≥ 0)
RA-1556,Aluno-1556,3U,3U,14.0,Masculino,2024,Pública,7.917,5.222222222333333,7.51,7.916666667,4.0,7.44,10.0,Fase 3 (7° e 8° ano),0,Cursando,6.666811111166668,Ágata,2024,3.0,0.0,0,Adequada/adiantada (≥ 0)
RA-1557,Aluno-1557,3U,3U,14.0,Feminino,2024,Pública,9.585,8.916666666666666,7.51,7.916666667,7.0,7.72,10.0,Fase 3 (7° e 8° ano),0,Cursando,8.228500000033334,Topázio,2024,3.0,0.0,0,Adequada/adiantada (≥ 0)
RA-1558,Aluno-1558,4A,4A,16.0,Masculino,2024,Pública,9.168,8.705360238666666,8.755,8.5,5.5,8.302,5.0,Fase 5 (1° EM),-1,Cursando,7.643772047733333,Ametista,2024,4.0,0.0,1,Moderada (−1 fase)
RA-1559,Aluno-1559,4A,4A,15.0,Feminino,2024,Pública,7.917,5.2929755216666665,6.885,8.375,4.666666666666667,7.604,5.0,Fase 5 (1° EM),-1,Cursando,6.330428437666668,Ágata,2024,4.0,0.0,1,Moderada (−1 fase)
RA-156,Aluno-156,4,L,15.0,Menino,2018,Escola Pública,10.0,8.3,9.4,,4.4,7.792,5.0,Fase 5 (1º EM),-1,,7.357,Ametista,2022,4.0,4.0,1,Moderada (−1 fase)
RA-1560,Aluno-1560,4A,4A,14.0,Feminino,2024,Privada,9.168,9.206349206333334,5.635,8.5,8.166666666666666,8.336,10.0,Fase 3 (7° e 8° ano),1,Cursando,8.4721031746,Topázio,2024,4.0,0.0,0,Adequada/adiantada (≥ 0)
RA-1561,Aluno-1561,4A,4A,16.0,Masculino,2024,Pública,9.585,9.174603174666666,5.0,8.0,9.0,7.734,5.0,Fase 5 (1° EM),-1,Cursando,7.9402206349333335,Ametista,2024,4.0,0.0,1,Moderada (−1 fase)
RA-1562,Aluno-1562,4B,4B,16.0,Feminino,2024,Pública,6.25,8.666666666666666,5.01,6.25,0.5,6.8725,5.0,Fase 6 (2° EM),-2,Cursando,5.458833333333334,Quartzo,2024,4.0,0.0,1,Severa (≤ −2 fases)
RA-1563,Aluno-1563,4B,4B,15.0,Feminino,2024,Pública,8.751,8.305555555666666,7.51,7.25,7.0,8.46,5.0,Fase 5 (1° EM),-1,Cursando,7.604211111133335,Ametista,2024,4.0,0.0,1,Moderada (−1 fase)
RA-1564,Aluno-1564,4B,4B,15.0,Masculino,2024,Pública,8.334,4.942067736333334,6.885,5.75,2.1666666666666665,5.2875,5.0,Fase 5 (1° EM),-1,Cursando,5.0761468806000005,Quartzo,2024,4.0,0.0,1,Moderada (−1 fase)
RA-1565,Aluno-1565,4B,4B,16.0,Masculino,2024,Pública,0.0,8.102240896333333,7.51,6.375,5.5,6.0375,5.0,Fase 5 (1° EM),-1,Cursando,5.816448179266667,Quartzo,2024,4.0,0.0,1,Moderada (−1 fase)
RA-1566,Aluno-1566,4B,4B,17.0,Feminino,2024,Pública,9.168,9.247219355666667,7.51,7.75,6.5,8.335,5.0,Fase 6 (2° EM),-2,Cursando,7.759243871133334,Ametista,2024,4.0,0.0,1,Severa (≤ −2 fases)
RA-1567,Aluno-1567,4B,4B,16.0,Feminino,2024,Pública,8.334,8.771043771,7.51,7.75,8.166666666666666,8.335,5.0,Fase 6 (2° EM),-2,Cursando,7.913942087533334,Ametista,2024,4.0,0.0,1,Severa (≤ −2 fases)
RA-1568,Aluno-1568,4B,4B,15.0,Feminino,2024,Pública,9.168,7.493464052333334,7.51,8.0,8.166666666666666,8.5025,5.0,Fase 5 (1° EM),-1,Cursando,7.8003261438000004,Ametista,2024,4.0,0.0,1,Moderada (−1 fase)
RA-1569,Aluno-1569,4B,4B,17.0,Feminino,2024,Pública,6.666,7.111111111333334,6.26,6.875,2.1666666666666665,6.9175,5.0,Fase 6 (2° EM),-2,Cursando,5.7191555556,Quartzo,2024,4.0,0.0,1,Severa (≤ −2 fases)
RA-157,Aluno-157,4,L,12.0,Menina,2018,Rede Decisão,7.5,10.0,6.3,,7.7,8.292,10.0,Fase 3 (7º e 8º ano),1,,8.317,Topázio,2022,4.0,4.0,0,Adequada/adiantada (≥ 0)
RA-157,Aluno-157,FASE 5,5M,13.0,Feminino,2018,Privada - Programa de Apadrinhamento,7.1,9.9,2.52,8.59375,6.8,8.63,10.0,Fase 3 (7° e 8° ano),2,,7.879008333,Ametista,2023,5.0,5.0,0,Adequada/adiantada (≥ 0)
RA-157,Aluno-157,5N,5N,14.0,Feminino,2021,Privada - Programa de Apadrinhamento,8.334,10.0,6.26,8.125,9.666666666666666,8.726666667,10.0,Fase 4 (9° ano),1,Cursando,8.950566666733334,Topázio,2024,5.0,3.0,0,Adequada/adiantada (≥ 0)
RA-1570,Aluno-1570,4B,4B,16.0,Feminino,2024,Pública,9.585,7.542087542,7.51,7.75,8.333333333333334,8.6725,5.0,Fase 5 (1° EM),-1,Cursando,7.894084175066667,Ametista,2024,4.0,0.0,1,Moderada (−1 fase)
RA-1571,Aluno-1571,4B,4B,16.0,Masculino,2024,Pública,8.334,9.111111111333335,5.005,7.5,5.666666666666667,8.545,5.0,Fase 5 (1° EM),-1,Cursando,7.2484555556,Ametista,2024,4.0,0.0,1,Moderada (−1 fase)
RA-1572,Aluno-1572,4C,4C,15.0,Feminino,2024,Pública,9.168,9.841269841333334,7.51,7.65625,7.5,8.393333333,5.0,Fase 5 (1° EM),-1,Cursando,8.080345634866667,Topázio,2024,4.0,0.0,1,Moderada (−1 fase)
RA-1573,Aluno-1573,4C,4C,16.0,Masculino,2024,Pública,9.168,6.120448179333334,6.26,7.65625,5.0,8.556666667,5.0,Fase 5 (1° EM),-1,Cursando,6.743847969266667,Ágata,2024,4.0,0.0,1,Moderada (−1 fase)
RA-1574,Aluno-1574,4C,4C,16.0,Feminino,2024,Pública,8.751,8.399470899666667,7.51,7.8125,7.333333333333333,8.616666667,5.0,Fase 5 (1° EM),-1,Cursando,7.777244180000001,Ametista,2024,4.0,0.0,1,Moderada (−1 fase)
RA-1575,Aluno-1575,4C,4C,16.0,Feminino,2024,Pública,9.168,8.624338624,6.885,7.65625,5.333333333333333,8.28,5.0,Fase 5 (1° EM),-1,Cursando,7.318459391466667,Ametista,2024,4.0,0.0,1,Moderada (−1 fase)
RA-1576,Aluno-1576,4C,4C,16.0,Feminino,2024,Pública,8.334,9.523809523666666,5.635,6.40625,6.666666666666667,8.44,5.0,Fase 5 (1° EM),-1,Cursando,7.4636202380666665,Ametista,2024,4.0,0.0,1,Moderada (−1 fase)
