ra,nome,fase,turma,idade,genero,ano_ingresso,instituicao,iaa,ieg,ips,ipp,ida,ipv,ian,fase_ideal,defasagem,situacao,inde,pedra,ano,fase_num,anos_na_pm,risco_defasagem_atual,categoria_defasagem
RA-850,Aluno-850,1C,1C,10.0,Masculino,2022,Pública,10.002,9.2727272725,6.255,7.5,7.75,7.92,5.0,Fase 2 (5° e 6° ano),-1,Cursando,7.864245454500001,Ametista,2024,1.0,2.0,1,Moderada (−1 fase)
RA-851,Aluno-851,0,Y,8.0,Menino,2022,Escola Pública,9.0,7.9,7.5,,8.3,6.583,10.0,ALFA  (2º e 3º ano),0,,7.515,Ametista,2022,0.0,0.0,0,Adequada/adiantada (≥ 0)
RA-851,Aluno-851,ALFA,ALFA E - G2/G3,,Masculino,2022,Pública,8.4,7.5,2.52,5.625,6.6,6.01,5.0,Fase 1 (3° e 4° ano),-1,,6.1683,Ágata,2023,0.0,1.0,1,Moderada (−1 fase)
RA-851,Aluno-851,1B,1B,10.0,Masculino,2022,Pública,9.002,7.3221343875,5.63,5.625,6.0,5.106666667,5.0,Fase 2 (5° e 6° ano),-1,Cursando,6.2114602109,Ágata,2024,1.0,2.0,1,Moderada (−1 fase)
RA-852,Aluno-852,0,Z,7.0,Menina,2022,Escola Pública,9.0,6.8,5.0,,2.1,5.5,10.0,ALFA  (2º e 3º ano),0,,5.666,Quartzo,2022,0.0,0.0,0,Adequada/adiantada (≥ 0)
RA-853,Aluno-853,0,Z,8.0,Menina,2022,Escola Pública,10.0,9.6,7.5,,8.5,8.5,10.0,ALFA  (2º e 3º ano),0,,8.616,Topázio,2022,0.0,0.0,0,Adequada/adiantada (≥ 0)
RA-853,Aluno-853,ALFA,ALFA J - G2/G3,9.0,Feminino,2022,Pública,10.0,9.5,3.77,6.25,7.4,9.84,5.0,Fase 1 (3° e 4° ano),-1,,7.8402,Ametista,2023,0.0,1.0,1,Moderada (−1 fase)
RA-853,Aluno-853,1G,1G,10.0,Feminino,2022,Pública,8.502,9.5833333335,6.26,8.333333333,6.25,7.553333333,10.0,Fase 1 (3° e 4° ano),0,Cursando,7.986866666600001,Ametista,2024,1.0,2.0,0,Adequada/adiantada (≥ 0)
RA-854,Aluno-854,0,Z,8.0,Menina,2022,Escola Pública,8.0,9.0,7.5,,9.3,7.167,10.0,ALFA  (2º e 3º ano),0,,8.098,Topázio,2022,0.0,0.0,0,Adequada/adiantada (≥ 0)
RA-854,Aluno-854,ALFA,ALFA J - G2/G3,,Feminino,2022,Pública,0.0,9.5,3.77,5.625,6.0,8.01,10.0,ALFA (1° e 2° ano),0,,6.6415,Ágata,2023,0.0,1.0,0,Adequada/adiantada (≥ 0)
RA-854,Aluno-854,1G,1G,9.0,Feminino,2022,Pública,9.502,10.0,6.26,5.833333333,7.0,6.333333333,10.0,Fase 1 (3° e 4° ano),0,Cursando,7.826199999900001,Ametista,2024,1.0,2.0,0,Adequada/adiantada (≥ 0)
RA-855,Aluno-855,0,Z,9.0,Menina,2022,Escola Pública,10.0,9.6,7.5,,9.7,9.0,5.0,Fase 1 (4º ano),-1,,8.453,Topázio,2022,0.0,0.0,1,Moderada (−1 fase)
RA-855,Aluno-855,FASE 1,1F,9.0,Feminino,2022,Pública,9.5,10.0,7.52,8.4375,6.8,8.67,10.0,Fase 1 (3° e 4° ano),0,,8.62995,Topázio,2023,1.0,1.0,0,Adequada/adiantada (≥ 0)
RA-855,Aluno-855,2I,2I,10.0,Feminino,2022,Pública,9.002,10.0,7.51,7.5,8.5,7.386666667,10.0,Fase 2 (5° e 6° ano),0,Cursando,8.578533333400001,Topázio,2024,2.0,2.0,0,Adequada/adiantada (≥ 0)
RA-856,Aluno-856,0,Z,7.0,Menino,2022,Escola Pública,10.0,9.1,7.5,,8.4,8.0,10.0,ALFA  (2º e 3º ano),0,,8.398,Topázio,2022,0.0,0.0,0,Adequada/adiantada (≥ 0)
RA-856,Aluno-856,ALFA,ALFA J - G2/G3,,Masculino,2022,Pública,0.0,9.6,7.52,5.625,7.3,8.255,10.0,ALFA (1° e 2° ano),0,,7.3355,Ametista,2023,0.0,1.0,0,Adequada/adiantada (≥ 0)
RA-857,Aluno-857,0,Z,9.0,Menina,2022,Escola Pública,8.5,8.9,7.5,,9.5,9.083,5.0,Fase 1 (4º ano),-1,,8.154,Topázio,2022,0.0,0.0,1,Moderada (−1 fase)
RA-857,Aluno-857,ALFA,ALFA D - G2/G3,9.0,Feminino,2022,Pública,8.5,9.0,7.52,7.5,8.5,9.01,5.0,Fase 1 (3° e 4° ano),-1,,8.1442,Topázio,2023,0.0,1.0,1,Moderada (−1 fase)
RA-858,Aluno-858,0,Z,7.0,Menino,2022,Escola Pública,10.0,7.1,5.6,,7.7,7.333,10.0,ALFA  (2º e 3º ano),0,,7.523,Ametista,2022,0.0,0.0,0,Adequada/adiantada (≥ 0)
RA-858,Aluno-858,ALFA,ALFA F - G0/G1,,Masculino,2022,Pública,0.0,8.1,3.77,8.125,9.3,7.946666667,10.0,ALFA (1° e 2° ano),0,,7.248833333,Ametista,2023,0.0,1.0,0,Adequada/adiantada (≥ 0)
RA-858,Aluno-858,ALFA,ALFA J - G2/G3,9.0,Masculino,2022,Pública,9.002,6.833333333500001,2.51,7.5,8.25,7.5,5.0,Fase 1 (3° e 4° ano),-1,Cursando,6.917866666700001,Ágata,2024,0.0,2.0,1,Moderada (−1 fase)
RA-859,Aluno-859,0,Z,7.0,Menina,2022,Escola Pública,8.5,8.7,7.5,,8.9,8.25,10.0,ALFA  (2º e 3º ano),0,,8.325,Topázio,2022,0.0,0.0,0,Adequada/adiantada (≥ 0)
RA-859,Aluno-859,ALFA,ALFA J - G2/G3,8.0,Feminino,2022,Pública,8.0,9.2,7.52,7.5,7.3,10.01,10.0,ALFA (1° e 2° ano),0,,8.6042,Topázio,2023,0.0,1.0,0,Adequada/adiantada (≥ 0)
RA-859,Aluno-859,1G,1G,9.0,Feminino,2022,Pública,8.002,9.337121212,7.51,8.958333333,8.0,8.336666667,10.0,Fase 1 (3° e 4° ano),0,Cursando,8.5817909091,Topázio,2024,1.0,2.0,0,Adequada/adiantada (≥ 0)
RA-86,Aluno-86,5,K,16.0,Menino,2016,Rede Decisão,7.5,9.6,5.6,,6.7,8.458,5.0,Fase 6 (2º EM),-1,,7.566,Ametista,2022,5.0,6.0,1,Moderada (−1 fase)
RA-86,Aluno-86,FASE 7,7E,,Masculino,2016,Privada *Parcerias com Bolsa 100%,8.3,,6.89,,,,10.0,Fase 7 (3° EM),0,,,,2023,7.0,7.0,0,Adequada/adiantada (≥ 0)
RA-86,Aluno-86,7E,7E,18.0,Masculino,2021,Privada *Parcerias com Bolsa 100%,6.667,9.704333333,6.57,7.5,5.483333333333333,7.5,10.0,Fase 7 (3° EM),0,Cursando,7.611233333266666,Ametista,2024,7.0,3.0,0,Adequada/adiantada (≥ 0)
RA-860,Aluno-860,0,Z,7.0,Menino,2022,Escola Pública,9.5,8.5,7.5,,8.1,7.75,10.0,ALFA  (2º e 3º ano),0,,8.136,Topázio,2022,0.0,0.0,0,Adequada/adiantada (≥ 0)
RA-860,Aluno-860,ALFA,ALFA G - G2/G3,,Masculino,2022,Pública,7.0,9.8,6.89,7.5,7.4,8.34,10.0,ALFA (1° e 2° ano),0,,8.2372,Topázio,2023,0.0,1.0,0,Adequada/adiantada (≥ 0)
RA-860,Aluno-860,1G,1G,9.0,Masculino,2022,Pública,9.002,9.7916666665,7.51,8.75,8.5,7.946666667,10.0,Fase 1 (3° e 4° ano),0,Cursando,8.7738666667,Topázio,2024,1.0,2.0,0,Adequada/adiantada (≥ 0)
RA-861,Aluno-861,ALFA,ALFA A - G0/G1,8.0,Feminino,2023,Pública,9.5,10.0,8.13,8.4375,9.6,8.92,10.0,ALFA (1° e 2° ano),0,,9.31095,Topázio,2023,0.0,0.0,0,Adequada/adiantada (≥ 0)
RA-861,Aluno-861,ALFA,ALFA B - G2/G3,9.0,Feminino,2023,Pública,9.502,10.0,7.51,8.125,10.0,9.73,5.0,Fase 1 (3° e 4° ano),-1,Cursando,8.959700000000002,Topázio,2024,0.0,1.0,1,Moderada (−1 fase)
RA-862,Aluno-862,ALFA,ALFA A - G0/G1,9.0,Masculino,2023,Pública,8.5,9.1,8.14,7.5,8.9,8.585,5.0,Fase 1 (3° e 4° ano),-1,,8.2212,Topázio,2023,0.0,0.0,1,Moderada (−1 fase)
RA-862,Aluno-862,ALFA,ALFA B - G2/G3,10.0,Masculino,2023,Pública,9.002,8.6136363635,7.51,7.1875,7.5,6.27,5.0,Fase 2 (5° e 6° ano),-2,Cursando,7.346677272700001,Ametista,2024,0.0,1.0,1,Severa (≤ −2 fases)
RA-863,Aluno-863,ALFA,ALFA A - G0/G1,7.0,Masculino,2023,Pública,0.0,7.6,3.14,5.9375,6.3,6.26,10.0,ALFA (1° e 2° ano),0,,5.92975,Quartzo,2023,0.0,0.0,0,Adequada/adiantada (≥ 0)
RA-863,Aluno-863,ALFA,ALFA E - G2/G3,8.0,Masculino,2023,Pública,8.502,3.159090909,2.51,4.6875,5.5,4.333333333,5.0,Fase 1 (3° e 4° ano),-1,Cursando,4.6684348484000004,Quartzo,2024,0.0,1.0,1,Moderada (−1 fase)
RA-864,Aluno-864,ALFA,ALFA A - G0/G1,,Feminino,2023,Pública,0.0,7.6,8.14,7.5,6.3,8.5,10.0,ALFA (1° e 2° ano),0,,7.034,Ametista,2023,0.0,0.0,0,Adequada/adiantada (≥ 0)
RA-865,Aluno-865,ALFA,ALFA A - G0/G1,8.0,Masculino,2023,Pública,8.5,8.7,7.52,7.5,7.4,7.915,10.0,ALFA (1° e 2° ano),0,,8.1552,Topázio,2023,0.0,0.0,0,Adequada/adiantada (≥ 0)
RA-866,Aluno-866,ALFA,ALFA A - G0/G1,,Feminino,2023,Pública,0.0,8.3,8.76,7.5,8.6,8.415,10.0,ALFA (1° e 2° ano),0,,7.679,Ametista,2023,0.0,0.0,0,Adequada/adiantada (≥ 0)
RA-867,Aluno-867,ALFA,ALFA A - G0/G1,8.0,Masculino,2023,Pública,9.0,8.6,8.76,7.5,8.9,8.415,10.0,ALFA (1° e 2° ano),0,,8.6992,Topázio,2023,0.0,0.0,0,Adequada/adiantada (≥ 0)
RA-867,Aluno-867,ALFA,ALFA B - G2/G3,9.0,Masculino,2023,Pública,9.002,7.409090909,7.51,7.5,8.5,7.5,5.0,Fase 1 (3° e 4° ano),-1,Cursando,7.583018181800001,Ametista,2024,0.0,1.0,1,Moderada (−1 fase)
RA-868,Aluno-868,ALFA,ALFA A - G0/G1,,Masculino,2023,Pública,10.0,9.5,8.76,7.1875,7.1,8.67,10.0,ALFA (1° e 2° ano),0,,8.63895,Topázio,2023,0.0,0.0,0,Adequada/adiantada (≥ 0)
RA-868,Aluno-868,ALFA,ALFA A - G0/G1,8.0,Masculino,2023,Pública,8.002,9.75,3.76,6.875,7.0,7.213333333,5.0,Fase 1 (3° e 4° ano),-1,Cursando,7.156366666600001,Ametista,2024,0.0,1.0,1,Moderada (−1 fase)
RA-869,Aluno-869,ALFA,ALFA A - G0/G1,8.0,Feminino,2023,Pública,9.0,10.0,8.76,8.125,9.6,8.75,10.0,ALFA (1° e 2° ano),0,,9.2587,Topázio,2023,0.0,0.0,0,Adequada/adiantada (≥ 0)
RA-87,Aluno-87,5,K,15.0,Menino,2021,Rede Decisão,8.3,9.6,7.5,,8.8,8.5,10.0,Fase 5 (1º EM),0,,8.712,Topázio,2022,5.0,1.0,0,Adequada/adiantada (≥ 0)
RA-87,Aluno-87,FASE 6,6L,16.0,Masculino,2021,Privada - Programa de Apadrinhamento,7.5,10.0,5.63,8.125,9.3,8.385,10.0,Fase 6 (2° EM),0,,8.6625,Topázio,2023,6.0,2.0,0,Adequada/adiantada (≥ 0)
RA-87,Aluno-87,7A,7A,17.0,Masculino,2021,Privada - Programa de Apadrinhamento,8.751,9.649122807,9.375,9.375,9.166666666666666,9.623333333,10.0,Fase 6 (2° EM),1,Cursando,9.437924561333332,Topázio,2024,7.0,3.0,0,Adequada/adiantada (≥ 0)
RA-870,Aluno-870,ALFA,ALFA A - G0/G1,9.0,Feminino,2023,Pública,0.0,8.5,8.76,5.0,1.5,5.165,5.0,Fase 1 (3° e 4° ano),-1,,4.909,Quartzo,2023,0.0,0.0,1,Moderada (−1 fase)
RA-871,Aluno-871,ALFA,ALFA B - G2/G3,9.0,Masculino,2023,Pública,9.0,9.5,3.76,4.375,6.9,6.84,5.0,Fase 1 (3° e 4° ano),-1,,6.8617,Ágata,2023,0.0,0.0,1,Moderada (−1 fase)
RA-871,Aluno-871,1B,1B,10.0,Masculino,2023,Pública,8.502,9.328063240999999,4.38,5.3125,7.25,5.783333333,10.0,Fase 1 (3° e 4° ano),0,Cursando,7.2917293147999995,Ametista,2024,1.0,1.0,0,Adequada/adiantada (≥ 0)
RA-872,Aluno-872,ALFA,ALFA B - G2/G3,10.0,Feminino,2023,Pública,0.0,6.7,2.52,6.25,4.3,8.5,5.0,Fase 2 (5° e 6° ano),-2,,5.267,Quartzo,2023,0.0,0.0,1,Severa (≤ −2 fases)
RA-873,Aluno-873,ALFA,ALFA B - G2/G3,,Feminino,2023,Pública,8.5,9.7,7.52,6.25,7.0,8.67,5.0,Fase 2 (5° e 6° ano),-2,,7.8012,Ametista,2023,0.0,0.0,1,Severa (≤ −2 fases)
RA-873,Aluno-873,1B,1B,12.0,Feminino,2023,Pública,8.002,10.0,6.88,7.1875,6.75,7.77,5.0,Fase 3 (7° e 8° ano),-2,Cursando,7.61095,Ametista,2024,1.0,1.0,1,Severa (≤ −2 fases)
RA-874,Aluno-874,ALFA,ALFA B - G2/G3,9.0,Masculino,2023,Pública,0.0,8.2,7.52,6.25,4.8,6.67,5.0,Fase 1 (3° e 4° ano),-1,,5.811,Quartzo,2023,0.0,0.0,1,Moderada (−1 fase)
RA-874,Aluno-874,1E,1E,10.0,Masculino,2023,Pública,9.502,4.696969697,6.26,8.75,7.75,7.915,5.0,Fase 2 (5° e 6° ano),-1,Cursando,7.0235939394,Ametista,2024,1.0,1.0,1,Moderada (−1 fase)
RA-875,Aluno-875,ALFA,ALFA B - G2/G3,9.0,Masculino,2023,Pública,9.5,9.5,7.52,7.5,7.3,9.845,5.0,Fase 1 (3° e 4° ano),-1,,8.2712,Topázio,2023,0.0,0.0,1,Moderada (−1 fase)
RA-876,Aluno-876,ALFA,ALFA B - G2/G3,,Masculino,2023,Pública,10.0,9.4,7.52,7.5,7.5,8.835,10.0,ALFA (1° e 2° ano),0,,8.6492,Topázio,2023,0.0,0.0,0,Adequada/adiantada (≥ 0)
RA-876,Aluno-876,1K,1K,9.0,Masculino,2023,Pública,8.502,9.0476190475,7.51,8.333333333,3.75,8.09,10.0,Fase 1 (3° e 4° ano),0,Cursando,7.612057142800001,Ametista,2024,1.0,1.0,0,Adequada/adiantada (≥ 0)
RA-877,Aluno-877,ALFA,ALFA B - G2/G3,9.0,Masculino,2023,Pública,9.5,9.5,7.52,5.0,6.9,7.5,5.0,Fase 1 (3° e 4° ano),-1,,7.4722,Ametista,2023,0.0,0.0,1,Moderada (−1 fase)
RA-878,Aluno-878,ALFA,ALFA B - G2/G3,10.0,Masculino,2023,Pública,0.0,9.5,2.52,5.0,8.1,7.34,5.0,Fase 2 (5° e 6° ano),-2,,6.24,Ágata,2023,0.0,0.0,1,Severa (≤ −2 fases)
RA-878,Aluno-878,1B,1B,11.0,Masculino,2023,Pública,9.002,6.1363636360000005,4.38,7.1875,6.75,6.996666667,5.0,Fase 2 (5° e 6° ano),-1,Cursando,6.5335560606000005,Ágata,2024,1.0,1.0,1,Moderada (−1 fase)
RA-879,Aluno-879,ALFA,ALFA B - G2/G3,,Feminino,2023,Pública,0.0,9.8,2.52,6.875,8.2,8.915,5.0,Fase 1 (3° e 4° ano),-1,,6.8225,Ágata,2023,0.0,0.0,1,Moderada (−1 fase)
RA-879,Aluno-879,1A,1A,10.0,Feminino,2023,Pública,9.502,9.090909091,6.26,7.8125,8.5,8.67,5.0,Fase 2 (5° e 6° ano),-1,Cursando,8.1096318182,Topázio,2024,1.0,1.0,1,Moderada (−1 fase)
RA-88,Aluno-88,5,K,17.0,Menino,2021,Escola Pública,7.1,9.2,5.6,,6.5,9.208,5.0,Fase 7 (3º EM),-2,,7.498,Ametista,2022,5.0,1.0,1,Severa (≤ −2 fases)
RA-88,Aluno-88,FASE 8,8E,18.0,Masculino,2021,Privada - Pagamento por *Empresa Parceira,,,,,,,10.0,Fase 8 (Universitários),0,,,,2023,8.0,2.0,0,Adequada/adiantada (≥ 0)
RA-88,Aluno-88,8E,8E,19.0,Masculino,2021,Privada *Parcerias com Bolsa 100%,,0.0,,,,,10.0,Fase 8 (Universitários),0,Cursando,,,2024,8.0,3.0,0,Adequada/adiantada (≥ 0)
RA-880,Aluno-880,ALFA,ALFA B - G2/G3,7.0,Feminino,2023,Pública,0.0,9.4,2.52,6.25,6.3,8.585,10.0,ALFA (1° e 2° ano),0,,6.724,Ágata,2023,0.0,0.0,0,Adequada/adiantada (≥ 0)
RA-880,Aluno-880,ALFA,ALFA E - G2/G3,8.0,Feminino,2023,Pública,9.502,8.445652174,2.51,7.1875,6.5,7.22,5.0,Fase 1 (3° e 4° ano),-1,Cursando,6.853080434800001,Ágata,2024,0.0,1.0,1,Moderada (−1 fase)
RA-881,Aluno-881,ALFA,ALFA B - G2/G3,8.0,Masculino,2023,Pública,10.0,8.9,7.52,5.0,7.3,6.25,10.0,ALFA (1° e 2° ano),0,,7.7322,Ametista,2023,0.0,0.0,0,Adequada/adiantada (≥ 0)
RA-882,Aluno-882,ALFA,ALFA C - G0/G1,8.0,Feminino,2023,Pública,9.0,8.6,2.52,3.75,4.7,4.16,10.0,ALFA (1° e 2° ano),0,,6.0092,Ágata,2023,0.0,0.0,0,Adequada/adiantada (≥ 0)
RA-883,Aluno-883,ALFA,ALFA C - G0/G1,,Feminino,2023,Pública,9.5,9.7,6.89,6.25,8.4,8.17,10.0,ALFA (1° e 2° ano),0,,8.5082,Topázio,2023,0.0,0.0,0,Adequada/adiantada (≥ 0)
RA-884,Aluno-884,ALFA,ALFA C - G0/G1,,Feminino,2023,Pública,9.0,9.7,4.39,6.875,8.8,8.66,10.0,ALFA (1° e 2° ano),0,,8.4587,Topázio,2023,0.0,0.0,0,Adequada/adiantada (≥ 0)
RA-884,Aluno-884,ALFA,ALFA B - G2/G3,8.0,Feminino,2023,Pública,10.002,8.818181818,6.26,7.5,8.75,8.223333333,5.0,Fase 1 (3° e 4° ano),-1,Cursando,8.0345030302,Topázio,2024,0.0,1.0,1,Moderada (−1 fase)
RA-885,Aluno-885,ALFA,ALFA C - G0/G1,7.0,Masculino,2023,Pública,9.0,9.8,7.52,7.5,8.7,8.665,10.0,ALFA (1° e 2° ano),0,,8.8252,Topázio,2023,0.0,0.0,0,Adequada/adiantada (≥ 0)
RA-885,Aluno-885,ALFA,ALFA D - G2/G3,9.0,Masculino,2023,Pública,8.502,10.0,7.51,7.5,8.5,8.28,5.0,Fase 1 (3° e 4° ano),-1,Cursando,8.2072,Topázio,2024,0.0,1.0,1,Moderada (−1 fase)
RA-886,Aluno-886,ALFA,ALFA C - G0/G1,,Feminino,2023,Pública,8.5,9.4,7.52,7.5,8.1,9.0,10.0,ALFA (1° e 2° ano),0,,8.6422,Topázio,2023,0.0,0.0,0,Adequada/adiantada (≥ 0)
RA-886,Aluno-886,ALFA,ALFA E - G2/G3,8.0,Feminino,2023,Pública,9.502,10.0,8.13,7.5,8.75,8.28,5.0,Fase 1 (3° e 4° ano),-1,Cursando,8.419200000000002,Topázio,2024,0.0,1.0,1,Moderada (−1 fase)
RA-887,Aluno-887,ALFA,ALFA C - G0/G1,8.0,Masculino,2023,Pública,8.9,8.9,7.52,7.5,8.4,9.09,10.0,ALFA (1° e 2° ano),0,,8.6718,Topázio,2023,0.0,0.0,0,Adequada/adiantada (≥ 0)
RA-888,Aluno-888,ALFA,ALFA C - G0/G1,,Masculino,2023,Pública,9.0,10.0,7.52,7.5,8.8,8.83,10.0,ALFA (1° e 2° ano),0,,8.9182,Topázio,2023,0.0,0.0,0,Adequada/adiantada (≥ 0)
RA-888,Aluno-888,ALFA,ALFA D - G2/G3,8.0,Masculino,2023,Pública,9.002,10.0,6.88,7.5,8.5,8.28,5.0,Fase 1 (3° e 4° ano),-1,Cursando,8.1942,Topázio,2024,0.0,1.0,1,Moderada (−1 fase)
RA-889,Aluno-889,ALFA,ALFA C - G0/G1,,Masculino,2023,Pública,8.5,9.5,6.89,7.5,9.1,9.0,10.0,ALFA (1° e 2° ano),0,,8.8092,Topázio,2023,0.0,0.0,0,Adequada/adiantada (≥ 0)
RA-889,Aluno-889,ALFA,ALFA B - G2/G3,9.0,Masculino,2023,Pública,8.502,9.2954545455,6.26,7.5,9.75,8.28,5.0,Fase 1 (3° e 4° ano),-1,Cursando,8.191290909100001,Topázio,2024,0.0,1.0,1,Moderada (−1 fase)
RA-89,Aluno-89,5,K,16.0,Menino,2021,Escola Pública,9.6,7.8,7.5,,5.9,8.0,5.0,Fase 6 (2º EM),-1,,7.323,Ametista,2022,5.0,1.0,1,Moderada (−1 fase)
RA-89,Aluno-89,FASE 6,6L,17.0,Masculino,2021,Pública,8.3,8.1,5.0,7.34375,5.1,7.465,5.0,Fase 7 (3° EM),-1,,6.700775,Ágata,2023,6.0,2.0,1,Moderada (−1 fase)
RA-890,Aluno-890,ALFA,ALFA C - G0/G1,8.0,Masculino,2023,Pública,0.0,9.1,2.52,6.25,8.3,8.16,10.0,ALFA (1° e 2° ano),0,,6.989,Ágata,2023,0.0,0.0,0,Adequada/adiantada (≥ 0)
RA-891,Aluno-891,ALFA,ALFA C - G0/G1,,Feminino,2023,Pública,9.5,9.5,6.89,7.5,7.5,7.995,5.0,Fase 1 (3° e 4° ano),-1,,7.8882,Ametista,2023,0.0,0.0,1,Moderada (−1 fase)
RA-891,Aluno-891,ALFA,ALFA B - G2/G3,10.0,Feminino,2023,Pública,10.002,9.0454545455,6.26,7.5,8.75,8.003333333,5.0,Fase 1 (3° e 4° ano),-1,Cursando,8.035957575700001,Topázio,2024,0.0,1.0,1,Moderada (−1 fase)
RA-892,Aluno-892,ALFA,ALFA D - G2/G3,8.0,Masculino,2023,Pública,8.0,9.6,6.89,7.5,8.3,10.01,10.0,ALFA (1° e 2° ano),0,,8.8112,Topázio,2023,0.0,0.0,0,Adequada/adiantada (≥ 0)
RA-892,Aluno-892,1C,1C,9.0,Masculino,2023,Pública,8.002,10.0,7.51,8.125,8.75,7.92,10.0,Fase 1 (3° e 4° ano),0,Cursando,8.697700000000001,Topázio,2024,1.0,1.0,0,Adequada/adiantada (≥ 0)
RA-893,Aluno-893,ALFA,ALFA D - G2/G3,,Masculino,2023,Pública,9.5,10.0,7.52,7.5,9.3,10.01,5.0,Fase 1 (3° e 4° ano),-1,,8.8042,Topázio,2023,0.0,0.0,1,Moderada (−1 fase)
RA-893,Aluno-893,1B,1B,10.0,Masculino,2023,Pública,9.002,10.0,7.51,8.125,9.25,7.886666667,10.0,Fase 1 (3° e 4° ano),0,Cursando,8.8910333334,Topázio,2024,1.0,1.0,0,Adequada/adiantada (≥ 0)
RA-894,Aluno-894,ALFA,ALFA D - G2/G3,9.0,Feminino,2023,Pública,9.5,9.9,7.52,7.5,9.4,10.01,5.0,Fase 1 (3° e 4° ano),-1,,8.8142,Topázio,2023,0.0,0.0,1,Moderada (−1 fase)
RA-894,Aluno-894,1C,1C,10.0,Feminino,2023,Pública,10.002,10.0,7.51,8.4375,9.5,8.42,5.0,Fase 2 (5° e 6° ano),-1,Cursando,8.67895,Topázio,2024,1.0,1.0,1,Moderada (−1 fase)
RA-895,Aluno-895,ALFA,ALFA D - G2/G3,8.0,Feminino,2023,Pública,9.5,9.5,7.52,6.875,6.8,9.5,10.0,ALFA (1° e 2° ano),0,,8.5397,Topázio,2023,0.0,0.0,0,Adequada/adiantada (≥ 0)
RA-895,Aluno-895,ALFA,ALFA B - G2/G3,9.0,Feminino,2023,Pública,9.502,9.5454545455,6.26,7.5,9.5,8.113333333,5.0,Fase 1 (3° e 4° ano),-1,Cursando,8.2579575757,Topázio,2024,0.0,1.0,1,Moderada (−1 fase)
RA-896,Aluno-896,ALFA,ALFA D - G2/G3,7.0,Masculino,2023,Pública,9.5,10.0,6.89,7.5,8.5,10.01,10.0,ALFA (1° e 2° ano),0,,9.0912,Topázio,2023,0.0,0.0,0,Adequada/adiantada (≥ 0)
RA-896,Aluno-896,1C,1C,8.0,Masculino,2023,Pública,8.502,9.7727272725,7.51,8.125,6.5,8.085,10.0,Fase 1 (3° e 4° ano),0,Cursando,8.2852454545,Topázio,2024,1.0,1.0,0,Adequada/adiantada (≥ 0)
RA-897,Aluno-897,ALFA,ALFA D - G2/G3,,Masculino,2023,Pública,0.0,8.1,7.52,6.5625,6.5,3.32,5.0,Fase 1 (3° e 4° ano),-1,,5.48225,Quartzo,2023,0.0,0.0,1,Moderada (−1 fase)
RA-897,Aluno-897,ALFA,ALFA I - G2/G3,10.0,Masculino,2023,Pública,7.002,2.7525252525,2.51,6.875,6.0,6.66,5.0,Fase 1 (3° e 4° ano),-1,Cursando,5.2212050505,Quartzo,2024,0.0,1.0,1,Moderada (−1 fase)
RA-898,Aluno-898,ALFA,ALFA E - G2/G3,,Masculino,2023,Pública,9.0,9.8,3.77,8.125,9.4,10.01,5.0,Fase 1 (3° e 4° ano),-1,,8.4217,Topázio,2023,0.0,0.0,1,Moderada (−1 fase)
RA-898,Aluno-898,1B,1B,10.0,Masculino,2023,Pública,6.418,10.0,7.51,7.5,7.5,8.616666667,5.0,Fase 2 (5° e 6° ano),-1,Cursando,7.8661333334000005,Ametista,2024,1.0,1.0,1,Moderada (−1 fase)
RA-899,Aluno-899,ALFA,ALFA E - G2/G3,8.0,Masculino,2023,Pública,10.0,9.8,3.77,7.5,9.5,9.34,10.0,ALFA (1° e 2° ano),0,,8.8452,Topázio,2023,0.0,0.0,0,Adequada/adiantada (≥ 0)
RA-899,Aluno-899,1B,1B,9.0,Masculino,2023,Pública,10.002,9.1007905135,5.635,8.125,8.25,7.893333333,10.0,Fase 1 (3° e 4° ano),0,Cursando,8.425024769300002,Topázio,2024,1.0,1.0,0,Adequada/adiantada (≥ 0)
RA-9,Aluno-9,7,A,18.0,Menina,2019,Escola Pública,8.8,9.5,7.5,,6.7,9.5,5.0,Fase 8 (Universitários),-1,,8.109,Topázio,2022,7.0,3.0,1,Moderada (−1 fase)
RA-90,Aluno-90,5,L,13.0,Menina,2019,Rede Decisão,10.0,9.7,9.4,,8.5,9.75,10.0,Fase 3 (7º e 8º ano),2,,9.442,Topázio,2022,5.0,3.0,0,Adequada/adiantada (≥ 0)
RA-90,Aluno-90,FASE 5,5L,14.0,Feminino,2019,Privada - Programa de Apadrinhamento,10.0,9.6,7.52,8.59375,7.7,8.1725,10.0,Fase 4 (9° ano),1,,8.699408333,Topázio,2023,5.0,4.0,0,Adequada/adiantada (≥ 0)
RA-90,Aluno-90,7E,7E,15.0,Feminino,2021,Privada *Parcerias com Bolsa 100%,10.002,9.0,6.885,7.5,8.066666666666666,7.5,10.0,Fase 5 (1° EM),2,Cursando,8.352033333333335,Topázio,2024,7.0,3.0,0,Adequada/adiantada (≥ 0)
RA-900,Aluno-900,ALFA,ALFA E - G2/G3,8.0,Feminino,2023,Pública,9.0,9.8,9.38,8.125,7.8,8.67,10.0,ALFA (1° e 2° ano),0,,8.8947,Topázio,2023,0.0,0.0,0,Adequada/adiantada (≥ 0)
